price,stock,orders,rating,label
379.16,40,34,2.6,NORMAL
38.42,5,37,2.0,RESTOCK
58.11,46,2,3.1,UNDERPERFORMING
167.22,108,147,4.7,BEST_SELLER
218.42,35,5,4.6,UNDERPERFORMING
52.14,103,42,2.4,NORMAL
258.46,27,95,4.6,BEST_SELLER
387.58,10,2,3.0,UNDERPERFORMING
223.32,10,73,1.1,NORMAL
331.62,48,117,4.2,BEST_SELLER
252.86,20,170,4.8,BEST_SELLER
426.83,108,69,3.9,NORMAL
285.89,7,78,3.3,RESTOCK
44.21,66,159,4.4,BEST_SELLER
53.67,83,0,3.9,UNDERPERFORMING
321.17,13,54,2.7,NORMAL
73.45,53,59,4.9,NORMAL
357.88,106,42,4.9,NORMAL
17.88,34,8,1.3,UNDERPERFORMING
230.19,42,77,2.1,NORMAL
